player_id,birth_year,birth_month,birth_day,birth_country,birth_state,name_first,name_last,weight,height,bats,throws,debut,debut_year,debut_ages,final_game,retired_year,retro_id,bbref_id,career_year,career_def
iribahe01,1984,6,29,Venezuela,Lara,Hernan,Iribarren,195,73,L,R,2008/4/12,2008,24,2009/8/24,,iribh001,iribahe01,1.37,s
bowkejo01,1983,7,8,USA,CA,John,Bowker,205,73,L,L,2008/4/12,2008,25,2011/9/27,,bowkj001,bowkejo01,3.46,s
niemaje01,1983,2,28,USA,TX,Jeff,Niemann,285,81,R,R,2008/4/13,2008,25,2012/9/1,,niemj001,niemaje01,4.39,s
purceda01,1982,4,22,USA,IL,David,Purcey,245,77,L,L,2008/4/18,2008,26,2013/9/20,,purcd001,purceda01,5.43,s
diazro01,1983,9,19,D.R.,Monte Plata,Robinzon,Diaz,220,71,R,R,2008/4/23,2008,25,2009/10/4,,diazr001,diazro01,1.45,s
wadeco01,1983,5,28,USA,IN,Cory,Wade,185,74,R,R,2008/4/24,2008,25,2012/9/24,,wadec001,wadeco01,4.42,s
lillibr01,1983,9,18,USA,WA,Brent,Lillibridge,185,71,R,R,2008/4/26,2008,25,2013/8/4,,lillb001,lillibr01,5.28,s
korecbo01,1979,9,16,USA,NJ,Bobby,Korecky,185,71,R,R,2008/4/26,2008,29,2014/6/11,,koreb001,korecbo01,6.13,m
castial02,1975,7,5,Cuba,La Habana,Alberto,Castillo,255,74,L,L,2008/4/28,2008,33,2011/9/27,,casta002,castial02,3.42,s
montalu01,1981,12,15,P.R.,,Luis,Montanez,195,73,R,R,2008/4/28,2008,27,2011/9/28,,montl001,montalu01,3.42,s
getzch01,1983,8,30,USA,MI,Chris,Getz,185,72,L,R,2008/4/28,2008,25,2014/5/10,,getzc001,getzch01,6.04,m
boggsbr01,1983,1,9,USA,MO,Brandon,Boggs,210,72,B,R,2008/4/29,2008,25,2011/5/24,,boggb001,boggsbr01,3.07,s
mccrobo01,1982,5,3,USA,MS,Bob,McCrory,205,73,R,R,2008/4/30,2008,26,2009/9/21,,mccrb001,mccrobo01,1.39,s
dolsifr01,1983,1,9,D.R.,San Pedro de Macoris,Freddy,Dolsi,160,72,R,R,2008/5/6,2008,25,2009/8/12,,dolsf001,dolsifr01,1.27,s
carlilu01,1980,12,20,USA,MD,Luke,Carlin,190,70,B,R,2008/5/10,2008,28,2012/5/30,,carll001,carlilu01,4.06,s
reynogr01,1985,7,3,USA,CA,Greg,Reynolds,225,79,R,R,2008/5/11,2008,23,2013/9/29,,reyng001,reynogr01,5.39,s
gonzaed02,1978,6,14,USA,CA,Edgar,Gonzalez,182,72,R,R,2008/5/12,2008,30,2009/10/4,,gonze003,gonzaed02,1.4,s
mathido01,1983,6,7,USA,AZ,Doug,Mathis,230,75,R,R,2008/5/12,2008,25,2010/7/24,,mathd001,mathido01,2.2,s
vanevjo01,1979,11,27,USA,MS,Jonathan,Van Every,200,73,L,L,2008/5/14,2008,29,2010/5/20,,vanej001,vanevjo01,2.02,s
arredjo01,1984,3,12,D.R.,San Pedro de Macoris,Jose,Arredondo,190,72,R,R,2008/5/14,2008,24,2012/10/3,,arrej001,arredjo01,4.39,s
hinshal01,1982,10,31,USA,CA,Alex,Hinshaw,175,74,L,L,2008/5/15,2008,26,2012/8/27,,hinsa001,hinshal01,4.29,s
perezch01,1985,7,1,USA,FL,Chris,Perez,225,76,R,R,2008/5/16,2008,23,2014/9/21,,perec002,perezch01,6.35,m
aubremi01,1982,4,15,USA,LA,Michael,Aubrey,190,72,L,L,2008/5/17,2008,26,2009/10/4,,aubrm001,aubremi01,1.38,s
hoffpmi01,1980,3,1,USA,TX,Micah,Hoffpauir,215,75,L,L,2008/5/18,2008,28,2010/10/2,,hoffm001,hoffpmi01,2.38,s
difelma01,1976,8,23,USA,PA,Mark,DiFelice,190,74,R,R,2008/5/18,2008,32,2011/6/25,,difem002,difelma01,3.1,s
dillati01,1983,7,19,USA,FL,Tim,Dillard,220,76,R,R,2008/5/23,2008,25,2012/7/7,,dillt001,dillati01,4.13,s
evansni01,1986,1,30,USA,AZ,Nick,Evans,220,74,R,R,2008/5/24,2008,22,2014/7/27,,evann001,evansni01,6.18,m
larisje01,1982,10,11,USA,IA,Jeff,Larish,200,74,L,R,2008/5/30,2008,26,2010/10/3,,larij001,larisje01,2.35,s
mathejo02,1982,7,23,USA,ID,Joe,Mather,215,76,R,R,2008/5/30,2008,26,2012/10/1,,mathj002,mathejo02,4.34,s
worrema01,1983,3,8,USA,FL,Mark,Worrell,215,73,R,R,2008/6/3,2008,25,2011/7/24,,worrm001,worrema01,3.14,s
herreda01,1984,10,21,USA,TX,Danny,Herrera,165,66,L,L,2008/6/3,2008,24,2011/9/27,,herrd001,herreda01,3.32,s
cartech01,1982,9,16,USA,CA,Chris,Carter,230,72,L,L,2008/6/5,2008,26,2010/10/3,,cartc001,cartech01,2.33,s
boggsmi01,1984,2,15,USA,GA,Mitchell,Boggs,235,76,R,R,2008/6/6,2008,24,2013/9/27,,boggm001,boggsmi01,5.31,s
mockga01,1983,4,25,USA,TX,Garrett,Mock,230,76,B,R,2008/6/8,2008,25,2010/4/9,,mockg001,mockga01,1.84,s
tuckery01,1986,12,6,USA,CA,Ryan,Tucker,215,73,R,R,2008/6/8,2008,22,2011/5/9,,tuckr001,tuckery01,2.92,s
bonined01,1981,6,6,USA,GA,Eddie,Bonine,220,77,R,R,2008/6/14,2008,27,2010/10/1,,bonie002,bonined01,2.3,s
rosaca01,1984,9,21,D.R.,Duarte,Carlos,Rosa,195,73,R,R,2008/6/14,2008,24,2010/10/1,,rosac001,rosaca01,2.3,s
rosalle01,1981,5,28,USA,CA,Leo,Rosales,205,72,R,R,2008/6/15,2008,27,2010/10/3,,rosal001,rosalle01,2.3,s
russead01,1983,4,14,USA,OH,Adam,Russell,280,80,R,R,2008/6/17,2008,25,2011/7/17,,russa001,russead01,3.08,s
smithch07,1981,4,9,USA,CA,Chris,Smith,190,72,R,R,2008/6/21,2008,27,2010/6/14,,smitc002,smithch08,1.98,s
thompda02,1985,11,2,USA,MD,Daryl,Thompson,205,72,R,R,2008/6/21,2008,23,2011/5/26,,thomd003,thompda02,2.93,s
ramirma03,1984,10,11,Venezuela,Lara,Max,Ramirez,220,71,R,R,2008/6/22,2008,24,2010/6/30,,ramim003,ramirma03,2.02,s
stavini01,1982,5,3,USA,TX,Nick,Stavinoha,240,74,R,R,2008/6/22,2008,26,2010/10/3,,stavn001,stavini01,2.28,s
milleja04,1985,1,17,USA,AL,Jai,Miller,200,75,R,R,2008/6/22,2008,23,2011/9/28,,millj004,milleja04,3.27,s
chrisju01,1980,4,3,USA,NE,Justin,Christian,195,73,R,R,2008/6/24,2008,28,2012/9/30,,chrij003,chrisju01,4.27,s
bernaro01,1984,6,12,Curacao,,Roger,Bernadina,200,74,L,L,2008/6/29,2008,24,2014/9/28,,bernr001,bernaro01,6.25,m
madriwa01,1984,3,21,D.R.,San Pedro de Macoris,Warner,Madrigal,235,73,R,R,2008/7/2,2008,24,2009/9/24,,madrw001,madriwa01,1.23,s
bowerce01,1978,2,10,USA,FL,Cedrick,Bowers,220,74,B,L,2008/7/2,2008,30,2010/7/30,,bowec001,bowerce01,2.08,s
reyesar01,1982,9,25,D.R.,Santiago,Argenis,Reyes,180,70,B,R,2008/7/3,2008,26,2009/7/10,,reyea003,reyesar01,1.02,s
swindrj01,1983,7,7,CAN,BC,R. J.,Swindle,190,75,L,L,2008/7/7,2008,25,2009/8/4,,swinr001,swindrj01,1.08,s
bakerjo01,1981,1,20,USA,CA,John,Baker,215,73,L,R,2008/7/9,2008,27,2014/9/28,,bakej002,bakerjo01,6.22,m
hulettu01,1983,2,28,USA,IL,Tug,Hulett,185,70,L,R,2008/7/12,2008,25,2009/10/4,,hulet002,hulettu01,1.23,s
herreyo01,1981,4,28,Cuba,Pinar del Rio,Yoslan,Herrera,200,74,R,R,2008/7/12,2008,27,2014/9/28,,herry001,herreyo01,6.22,m
lahaibr01,1982,11,5,USA,MA,Bryan,LaHair,245,77,L,R,2008/7/18,2008,26,2012/10/3,,lahab001,lahaibr01,4.21,s
conrabr01,1980,1,16,USA,CA,Brooks,Conrad,190,70,B,R,2008/7/21,2008,28,2014/7/27,,conrb001,conrabr01,6.02,m
richmsc01,1979,8,30,CAN,BC,Scott,Richmond,220,77,R,R,2008/7/30,2008,29,2012/7/1,,richs001,richmsc01,3.92,s
ruizra01,1977,10,19,USA,NY,Randy,Ruiz,250,75,R,R,2008/8/1,2008,31,2010/5/17,,ruizr001,ruizra01,1.79,s
waterch01,1980,8,17,USA,FL,Chris,Waters,170,72,L,L,2008/8/5,2008,28,2009/10/1,,watec001,waterch01,1.16,s
dickech01,1982,4,10,USA,CA,Chris,Dickerson,230,76,L,L,2008/8/12,2008,26,2014/9/5,,dickc001,dickech01,6.07,m
rohliry01,1983,10,7,USA,WI,Ryan,Rohlinger,195,72,R,R,2008/8/13,2008,25,2011/5/3,,rohlr001,rohliry01,2.72,s
buenofr01,1981,3,5,Cuba,La Habana,Francisley,Bueno,205,71,L,L,2008/8/13,2008,27,2014/9/24,,buenf001,buenofr01,6.12,m
reinech01,1982,4,9,USA,OH,Chad,Reineke,230,78,R,R,2008/8/16,2008,26,2011/6/5,,reinc001,reinech01,2.8,s
palmema01,1979,3,21,USA,TN,Matt,Palmer,235,74,R,R,2008/8/16,2008,29,2012/5/26,,palmm001,palmema01,3.78,s
mickoka01,1984,5,10,USA,MT,Kam,Mickolio,255,81,R,R,2008/8/20,2008,24,2011/5/27,,mickk001,mickoka01,2.77,s
hayhudi01,1981,3,24,USA,OH,Dirk,Hayhurst,200,75,L,R,2008/8/23,2008,27,2009/10/2,,hayhd001,hayhudi01,1.11,s
lambech01,1983,3,8,USA,CA,Chris,Lambert,205,73,R,R,2008/8/26,2008,25,2009/9/27,,lambc001,lambech01,1.09,s
carpean01,1985,5,18,USA,CA,Drew,Carpenter,240,75,R,R,2008/8/27,2008,23,2012/7/31,,carpa001,carpean01,3.93,s
elbersc01,1985,8,13,USA,MO,Scott,Elbert,225,74,L,L,2008/8/29,2008,23,2014/9/27,,elbes001,elbersc01,6.08,m
ramirra03,1982,9,16,Venezuela,Aragua,Ramon,Ramirez,190,72,R,R,2008/8/30,2008,26,2009/10/4,,ramir004,ramirra03,1.1,s
bowdemi01,1986,9,9,USA,IL,Michael,Bowden,215,75,R,R,2008/8/30,2008,22,2013/9/3,,bowdm001,bowdemi01,5.01,s
cunniaa01,1986,4,24,USA,AK,Aaron,Cunningham,215,71,R,R,2008/8/31,2008,22,2012/7/24,,cunna001,cunniaa01,3.9,s
aceveal01,1982,12,8,Mexico,Sonora,Alfredo,Aceves,205,74,R,R,2008/8/31,2008,26,2014/6/2,,aceva001,aceveal01,5.76,s
thomaju01,1984,1,18,USA,OH,Justin,Thomas,220,75,L,L,2008/9/1,2008,24,2012/9/24,,thomj006,thomaju01,4.07,s
